type,title,director,cast,country,rating,listed_in
Movie,power rangers super samurai: stuck on christmas,['nan'],"['AlexHeartman', 'NajeeDe-Tiege', 'HectorDavidJr.', 'ErikaFong', 'BrittanyAnnePirtle', 'StevenSkyler', 'PaulSchrier', 'FelixRyan', 'JeffSzusterman', 'StigAlred', 'KateElliot']",['UnitedStates'],TV-Y7,"['Children&FamilyMovies', 'Sci-Fi&Fantasy']"
Movie,power rangers super samurai: trickster treat,['nan'],"['AlexHeartman', 'NajeeDe-Tiege', 'HectorDavidJr.', 'ErikaFong', 'BrittanyAnnePirtle', 'StevenSkyler', 'ReneNaufahu', 'PaulSchrier', 'FelixRyan', 'JeffSzusterman', 'StigAlred', 'KateElliot']",['UnitedStates'],TV-Y7,['Movies']
TV Show,power rangers time force,['nan'],"['JasonFaunt', 'ErinCahill', 'KevinKleinberg', 'DeborahEstellePhillips', 'MichaelCopon', 'DanielSouthworth', 'VernonWells', 'KateSheldon', 'EdwardLawrenceAlbert', 'BrianneSiddall', 'TerenceJ.Rotolo', 'EddieFrierson']",['UnitedStates'],TV-Y7,"[""Kids'TV""]"
TV Show,power rangers turbo,['nan'],"['JohnnyYongBosch', 'NakiaBurrise', 'BlakeFoster', 'JasonDavidFrank', 'CatherineSutherland', 'CarolHoyt', 'JasonNarvy', 'PaulSchrier', 'GreggBullock', 'HilaryShepard', 'TracyLynnCruz', 'PatriciaJaLee', 'RogerVelasco', 'SelwynWard', 'DoneneKistler']","['UnitedStates', 'France', 'Japan']",TV-Y7,"[""Kids'TV""]"
TV Show,power rangers wild force,['nan'],"['RicardoMedinaJr.', 'AlysonKiperman', 'PhillipJeanmarie', 'JessicaRey', 'JackGuzman', 'PhillipAndrew', 'AnnMarieCrouch', 'IliaVolok', 'SinWong', 'DannyWayne', 'TerenceJ.Rotolo']","['UnitedStates', 'Netherlands', 'Japan', 'France']",TV-Y7,"[""Kids'TV""]"
TV Show,power rangers zeo,['nan'],"['CatherineSutherland', 'NakiaBurrise', 'SteveCardenas', 'JohnnyYongBosch', 'JasonDavidFrank', 'DavidYost', 'AustinSt.John', 'PaulSchrier', 'JasonNarvy', 'NamiheiKoshige', 'DannyWayne', 'AkiraMadden', 'DavidStenstrom', 'TadahiroNakamura', 'KerriganMahan']","['UnitedStates', 'France', 'Japan']",TV-Y7,"[""Kids'TV""]"
TV Show,power rangers: megaforce,['nan'],"['AndrewM.Gray', 'CiaraHanna', 'JohnMarkLoudermilk', 'ChristinaMasterson', 'AzimRizk', 'ShaileshPrajapati', 'IanHarcourt']",['UnitedStates'],TV-Y7,"[""Kids'TV""]"
Movie,power rangers: megaforce: raising spirits,['nan'],"['AndrewM.Gray', 'JohnMarkLoudermilk', 'CiaraHanna', 'AzimRizk', 'ChristinaMasterson', 'ShaileshPrajapati', 'IanHarcourt']",['UnitedStates'],TV-Y7,['Children&FamilyMovies']
Movie,power rangers: megaforce: the robo knight before christmas,['JamesBarr'],"['AndrewM.Gray', 'CiaraHanna', 'JohnMarkLoudermilk', 'ChristinaMasterson', 'AzimRizk', 'ShaileshPrajapati', 'IanHarcourt']",['UnitedStates'],TV-Y7,['Children&FamilyMovies']
Movie,prague,['AshishR.Shukla'],"['ChandanRoySanyal', 'ElenaKazan', 'KumarMayank', 'SoniaBindra', 'ArfiLamba']","['India', 'Switzerland']",TV-MA,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
Movie,pranaam,['SanjivJaiswal'],"['RajeevKhandelwal', 'SamikshaSingh', 'S.M.Zaheer', 'VikramGokhale', 'MeenakshiSethi', 'AtulKulkarni', 'AbhimanyuSingh', 'AniruddhaDave']",['India'],TV-14,"['Action&Adventure', 'Dramas', 'InternationalMovies']"
TV Show,prank encounters,['nan'],['GatenMatarazzo'],['UnitedStates'],TV-MA,"['RealityTV', 'TVComedies', 'TVHorror']"
Movie,prelude to war,['FrankCapra'],['nan'],['UnitedStates'],TV-14,"['ClassicMovies', 'Documentaries']"
Movie,prem ratan dhan payo,['SoorajR.Barjatya'],"['SalmanKhan', 'SonamKapoor', 'AnupamKher', 'NeilNitinMukesh', 'SanjayMishra', 'SwaraBhaskar', 'DeepakDobriyal', 'ArmanKohli', 'ManojJoshi', 'SamairaRao', 'KarunaPandey', 'SuchetaKhanna']",['India'],TV-14,"['Action&Adventure', 'Dramas', 'InternationalMovies']"
Movie,premachi goshta,['SatishRajwade'],"['AtulKulkarni', 'SagarikaGhatge', 'RohiniHattangadi', 'SulekhaTalvalkar', 'MeeraWelankar', 'SatishRajwade']",['India'],TV-14,"['InternationalMovies', 'RomanticMovies']"
Movie,prescription thugs,"['ChrisBell', 'JoshAlexander', 'GregYoung']",['ChrisBell'],['UnitedStates'],NR,['Documentaries']
TV Show,president,['nan'],"['Su-jongChoi', 'Hee-RaHa', 'JayKim', 'Ji-hyeWang', 'Shin-ilKang']",['SouthKorea'],TV-14,"['InternationalTVShows', 'KoreanTVShows', 'TVDramas']"
TV Show,pretend it’s a city,['nan'],['FranLebowitz'],['UnitedStates'],TV-14,['Docuseries']
Movie,pretty little stalker,['SamIrvin'],"['NickyWhelan', 'AshleyRickards', 'ParkerMack', 'JesseHutch', 'SierraMcCormick', 'HeatherMorris', 'JasonCermak', 'KourtneyHansen', 'JaneHarber', 'CoryHart', 'KimDeJesus']",['UnitedStates'],TV-14,['Thrillers']
TV Show,pretty man,['nan'],"['SierraLi', 'DylanXiong', 'YuYiJie', 'ZhaoYaoKe', 'TienHsin']",['nan'],TV-14,"['InternationalTVShows', 'RomanticTVShows', 'TVDramas']"
Movie,pretville,['LindaKorsten'],"['MarleevanderMerwe', 'EugeneJensen', 'MarnovanderMerwe', 'LizelledeKlerk', 'SteveHofmeyr', 'SanetAckermann', 'TerenceBridgett', 'AnnetteEngelbrecht', 'RinaNienaber', 'LizzMeiring']",['SouthAfrica'],TV-PG,"['Comedies', 'InternationalMovies', 'Music&Musicals']"
Movie,primal fear,['GregoryHoblit'],"['RichardGere', 'EdwardNorton', 'LauraLinney', 'JohnMahoney', 'AlfreWoodard', 'FrancesMcDormand', ""TerryO'Quinn"", 'AndreBraugher', 'StevenBauer', 'JoeSpano', 'KennethTigar', 'TonyPlana', 'MauraTierney', 'StanleyAnderson']",['UnitedStates'],R,"['Dramas', 'Thrillers']"
Movie,prince,['LekhTandon'],"['ShammiKapoor', 'Vyjayantimala', 'RajendraNath', 'Ajit', 'Helen', 'LeelaChitnis', 'ParveenChoudhary', 'Sudhir', 'Sunder', 'RashidKhan']",['India'],TV-PG,"['Dramas', 'InternationalMovies', 'RomanticMovies']"
Movie,prince charming,['WongJing'],"['KennyBee', 'CherieChung', 'ChanPak-cheung', 'RosamundKwan', 'MaggieCheung']",['HongKong'],TV-14,"['Comedies', 'InternationalMovies', 'RomanticMovies']"
TV Show,prince jai aur dumdaar viru,['BhavikThakore'],['nan'],['nan'],TV-Y,"[""Kids'TV"", 'TVComedies']"
TV Show,prince of peoria,['nan'],"['GavinLewis', 'TheodoreBarnes', 'ShelbySimmons', 'CynthiaKayeMcWilliams']",['UnitedStates'],TV-G,"[""Kids'TV"", 'TVComedies']"
Movie,prince of peoria: a christmas moose miracle,['JonRosenbaum'],"['GavinLewis', 'TheodoreBarnes', 'ShelbySimmons', 'CynthiaKayeMcWilliams']",['UnitedStates'],TV-G,"['Children&FamilyMovies', 'Comedies']"
Movie,princess cyd,['StephenCone'],"['TylerRoss', 'RebeccaSpence', 'JamesVincentMeredith']",['UnitedStates'],TV-MA,"['Dramas', 'IndependentMovies', 'LGBTQMovies']"
Movie,print the legend,"['LuisLopez', 'ClayTweel']",['nan'],['UnitedStates'],TV-14,['Documentaries']
TV Show,prison playbook,['nan'],"['Hae-sooPark', 'Kyung-hoJung', 'Dong-ilSung', 'KrystalJung', 'Soo-jeongYe', 'Jae-sungJung', 'Hoon-jinLee', 'Kyoo-hyungLee', 'Ho-cheolLee', 'Chang-hwanAhn', 'Kyung-namKim']",['SouthKorea'],TV-MA,"['InternationalTVShows', 'KoreanTVShows', 'TVComedies']"
Movie,private life,['TamaraJenkins'],"['PaulGiamatti', 'KathrynHahn', 'KayliCarter', 'MollyShannon', 'JohnCarrollLynch', ""DenisO'Hare"", 'DesminBorges', 'TraceeChimo', 'SiobhanFallonHogan', 'EmilyRobinson']",['UnitedStates'],R,"['Comedies', 'Dramas', 'IndependentMovies']"
TV Show,private lives,['nan'],"['Seohyun', 'KoKyung-pyo', 'KimHyo-jin', 'KimYoung-min', 'TaeWon-seok', 'SongSun-mi', 'ParkSeong-geun', 'JangJin-hee', 'YoonSa-bong', 'LeeHak-ju', 'SongSang-eun', 'JangWon-hyeok', 'YooHee-je', 'MinZio', 'KimMin-sang', 'KimBa-da', 'ChaSoo-yeon']",['SouthKorea'],TV-14,"['CrimeTVShows', 'InternationalTVShows', 'TVDramas']"
TV Show,private practice,['nan'],"['KateWalsh', 'TimDaly', 'AudraMcDonald', 'PaulAdelstein', 'TayeDiggs', 'AmyBrenneman', 'KaDeeStrickland', 'ChrisLowell', 'BrianBenben']",['UnitedStates'],TV-14,"['TVComedies', 'TVDramas']"
Movie,professor,['LekhTandon'],"['ShammiKapoor', 'Kalpana', 'LalitaPawar', 'ParveenChoudhary', 'Salim', 'PratimaDevi', 'RashidKhan', 'BirSakuja', 'BelaBose', 'Ratnamala']",['India'],TV-PG,"['Comedies', 'Dramas', 'InternationalMovies']"
Movie,professor mack,['ChristopherNolen'],"['LisaWu', 'TimonKyleDurrett', 'RobertChristopherRiley', 'EricaHubbard', 'AminJoseph', 'ChristopherNolen', 'LarryBiela', 'JackieChristie', ""Katharin'LadieK'Mraz"", 'SimeonHenderson']",['UnitedStates'],TV-MA,"['Comedies', 'RomanticMovies']"
TV Show,prohibition: a film by ken burns and lynn novick,['nan'],['PeterCoyote'],['UnitedStates'],TV-PG,"['CrimeTVShows', 'Docuseries']"
Movie,project marathwada,['BhavinWadia'],"['OmPuri', 'SeemaBiswas', 'KunalSheth', 'RahulPatel', 'KatarinaKajkus', 'FarrahKader', 'GovindNamdeo', 'DalipTahil']",['India'],TV-MA,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
TV Show,project mc²,['nan'],"['MikaAbdalla', 'GenneyaWalton', 'VictoriaVida', 'YsaPenarejo', 'BelleShouse', 'AlyssaLynch', 'DanicaMcKellar', 'MaddiePhillips', 'SarahDesjardins']",['UnitedStates'],TV-G,"[""Kids'TV""]"
Movie,project papa,['KanikaBatra'],"['RakeshBatra', 'KanikaBatra', 'SnehaKapoor', 'RohnMalhotra', 'MuniraSen', 'AnaithaNair', 'RajitKapoor']",['India'],TV-14,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
Movie,project power,"['HenryJoost', 'ArielSchulman']","['JamieFoxx', 'JosephGordon-Levitt', 'DominiqueFishback', 'RodrigoSantoro', 'CourtneyB.Vance', 'AmyLandecker', 'MachineGunKelly', 'TaitFletcher', 'AllenMaldonado', 'AndreneWard-Hammond']",['UnitedStates'],R,['Action&Adventure']
TV Show,project s the series,['nan'],"['WiwattanawarangOabnithi', 'MahayotarukThiti', 'LerkcharoempojPapangkorn', 'ImanothaiKawin', 'SakuljaroensukApinya', 'OatPasakornSanrattana', 'LeeratanakajornThanapob', 'SkyeNateetonWongrawee', 'SupapunpinyoTeeradon', 'ChansangavejChayanit', 'KetprapakornNarikun', 'PibunsonggramKritsanapoom', 'SantinatornkulChanon']",['Thailand'],TV-MA,"['InternationalTVShows', 'TVDramas', 'TeenTVShows']"
Movie,prom night,['NelsonMcCormick'],"['BrittanySnow', 'ScottPorter', 'JessicaStroup', 'DanaDavis', 'CollinsPennie', 'KellyBlatz', 'JamesRansone', 'BrianneDavis', 'KellanLutz', 'MaryMara', 'Ming-NaWen', 'JohnathonSchaech', 'IdrisElba']","['UnitedStates', 'Canada']",PG-13,['HorrorMovies']
Movie,prosecuting evil: the extraordinary world of ben ferencz,['BarryAvrich'],['BenFerencz'],['Canada'],TV-MA,['Documentaries']
Movie,prospect,"['ZeekEarl', 'ChristopherCaldwell']","['SophieThatcher', 'PedroPascal', 'JayDuplass', 'AndreRoyo', 'SheilaVand', 'AnwanGlover']","['Canada', 'UnitedStates']",R,"['Sci-Fi&Fantasy', 'Thrillers']"
TV Show,psiconautas,['nan'],"['GuillermoToledo', 'GabrielGoity', 'FlorenciaPeña', 'JulietaZylberberg', 'MartínPiroyansky', 'LuisZiembrowski', 'VerónicaLlinás', 'EmilioDisi']",['Argentina'],TV-MA,"['InternationalTVShows', 'Spanish-LanguageTVShows', 'TVComedies']"
Movie,psycho,['Mysskin'],"['UdhayanidhiStalin', 'AditiRaoHydari', 'NithyaMenon', 'Ram', 'RajkumarPitchumani']",['India'],TV-MA,"['HorrorMovies', 'InternationalMovies', 'Thrillers']"
Movie,psychokinesis,['Sang-hoYeon'],"['RyuSeung-ryong', 'ShimEun-kyung', 'Jung-minPark', 'Min-jaeKim', 'Yu-miJung']",['SouthKorea'],TV-MA,"['Action&Adventure', 'Comedies', 'InternationalMovies']"
TV Show,pucca: love recipe,['nan'],"['JeonghwaYang', 'YongwooShin', 'DougErholtz', 'MelissaFahn', 'KarenStrassman', 'KirkThornton', 'SpikeSpencer']",['nan'],TV-Y7,"[""Kids'TV"", 'KoreanTVShows']"
TV Show,puella magi madoka magica,['nan'],"['AoiYuki', 'ChiwaSaito', 'KaoriMizuhashi', 'EriKitamura', 'EmiriKato', 'AiNonaka']",['Japan'],TV-14,"['AnimeSeries', 'InternationalTVShows']"
TV Show,puerta 7,['nan'],"['DoloresFonzi', 'EstebanLamothe', 'CarlosBelloso', 'JuanGilNavarro', 'DanielAráoz', 'AntonioGrimau', 'IgnacioQuesada', 'MónicaAyos', 'DanielValenzuela']",['Argentina'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'Spanish-LanguageTVShows']"
Movie,puerto ricans in paris,['IanEdelman'],"['LuisGuzmán', 'EdgarGarcia', 'AliceTaglioni', 'RosiePerez', 'MiriamShor', 'FrédéricAnscombre', 'RosarioDawson', 'JulieFerrier', 'MichaëlCohen', 'RaviPatel']",['UnitedStates'],R,['Comedies']
TV Show,puffin rock,['nan'],"[""ChrisO'Dowd"", 'KateMcCafferty', 'SallyMcDaid', 'GeraldineCole', 'BrianMcMonagle', 'DarraghGargan']",['Ireland'],TV-Y,"[""Kids'TV""]"
Movie,pukar,['RajkumarSantoshi'],"['AnilKapoor', 'MadhuriDixit', 'NamrataShirodkar', 'DannyDenzongpa', 'OmPuri', 'KulbhushanKharbanda', 'FaridaJalal', 'ShivajiSatham']",['India'],TV-14,"['Action&Adventure', 'Dramas', 'InternationalMovies']"
Movie,pulang,['KabirBhatia'],"['PuteriAishah', 'RemyIshak', 'AlvinWong']",['Malaysia'],TV-14,"['Action&Adventure', 'Dramas', 'InternationalMovies']"
Movie,pulp fiction,['QuentinTarantino'],"['JohnTravolta', 'SamuelL.Jackson', 'UmaThurman', 'HarveyKeitel', 'TimRoth', 'AmandaPlummer', 'MariadeMedeiros', 'VingRhames', 'EricStoltz', 'RosannaArquette', 'ChristopherWalken', 'BruceWillis']",['UnitedStates'],R,"['ClassicMovies', 'CultMovies', 'Dramas']"
Movie,punjab 1984,['AnuragSingh'],"['DiljitDosanjh', 'KironKher', 'SonamBajwa', 'PavanMalhotra', 'RanaRanbir', 'VishwasKini', 'ManavVij', 'VanshBhardwaj']","['Canada', 'India']",TV-14,"['Dramas', 'InternationalMovies']"
TV Show,pup academy,['nan'],"['ChristianConvery', 'DonLake', 'ChanceHurstfield', 'AriaBirch', 'DylanSchombing', ""RileyO'Donnell""]",['UnitedStates'],TV-Y,"[""Kids'TV"", 'TVComedies']"
Movie,pup star,['RobertVince'],"['MakenzieMoss', 'JedRees', 'DavidDeLuise', 'CarlaJimenez', 'TomEverettScott', 'DiedrichBader', 'GeorgeNewbern', 'BonnieSomerville', 'JohnRatzenberger']",['Canada'],G,"['Children&FamilyMovies', 'Comedies']"
Movie,pup star: better 2gether,['RobertVince'],"['KaitlynMaher', 'ObbaBabatundé', 'LombardoBoyar', 'MollyBurnett', 'ChrisCoppola', 'ReggieDeLeon', 'DavidDeLuise', 'MattyFinochio', 'JoshFlitter', 'BenjaminFloresJr.']",['Canada'],PG,"['Children&FamilyMovies', 'Comedies']"
Movie,pup star: world tour,['RobertVince'],"['JedRess', 'MakenzieMoss', 'DenisseOjeda', 'ReggieDeLeon', 'DavidDeLuise', 'KaitlynMaher', 'JorgeDiaz', 'GeorgeNewbern', 'DiedrichBader', 'MackenzieSol']","['Canada', 'Japan', 'UnitedStates']",G,"['Children&FamilyMovies', 'Comedies', 'Music&Musicals']"
Movie,puppy star christmas,['RobertVince'],"['KaitlynMaher', 'MackenzieSol', 'MakenzieMoss', 'DavidDeLuise', 'GeorgeNewbern', 'ReggieDeLeon', 'DiedrichBader', 'ChloeColeman', 'OakleyBull', 'DillonFontana', 'vivienneRutherford', 'TyreeseBurnett']",['UnitedStates'],PG,"['Children&FamilyMovies', 'Comedies']"
Movie,puriyatha puthir,['RanjitJeyakodi'],"['VijaySethupathi', 'Gayathrie', 'MahimaNambiar', 'Arjunan', 'RameshThilak', 'Ranjith']",['India'],TV-MA,"['InternationalMovies', 'Thrillers']"
Movie,pusher,['LuisPrieto'],"['RichardCoyle', 'BronsonWebb', 'AgynessDeyn', 'MemFerda', 'ZlatkoBuric', 'PaulKaye', 'BillThomas', 'NeilMaskell', 'DaisyLewis']",['UnitedKingdom'],R,['Action&Adventure']
Movie,puss in book: trapped in an epic tale,"['RoyBurdine', 'JohnnyCastuciano']","['EricBauza', 'JaymaMays', 'MariaBamford', 'JeffBennett', 'GreyGriffin', 'CarlaJimenez', 'PaulRugg', 'JoshuaRush']",['UnitedStates'],TV-Y7,"['Children&FamilyMovies', 'Comedies']"
Movie,puss in boots,['ChrisMiller'],"['AntonioBanderas', 'SalmaHayek', 'ZachGalifianakis', 'BillyBobThornton', 'AmySedaris', 'ConstanceMarie', 'GuillermodelToro', 'MikeMitchell']",['UnitedStates'],PG,"['Children&FamilyMovies', 'Comedies']"
TV Show,put your head on my shoulder,['nan'],"['FairXing', 'LinYi', 'DaddiTang', 'YiSha', 'ZhouZixin', 'ZhengYingchen', 'CaiGang', 'LiangAiqi', 'RongRong', 'HeQiang']",['China'],TV-14,"['InternationalTVShows', 'RomanticTVShows', 'TeenTVShows']"
Movie,pyaar ka punchnama,['LuvRanjan'],"['KartikAaryan', 'DivyenduSharma', 'RaayoS.Bakhirta', 'NushratBharucha', 'SonalliSehgall', 'IshitaRaj']",['India'],TV-14,"['Comedies', 'Dramas', 'InternationalMovies']"
Movie,pyaar ka punchnama 2,['LuvRanjan'],"['KartikAaryan', 'NushratBharucha', 'SonalliSehgall', 'SunnySingh', 'IshitaRaj', 'OmkarKapoor', 'SharatSaxena', 'MonaAmbegaonkar']",['India'],TV-MA,"['Comedies', 'Dramas', 'InternationalMovies']"
Movie,pyaar ke side effects,['SaketChaudhary'],"['RahulBose', 'MallikaSherawat', 'RanvirShorey', 'SharatSaxena', 'AamirBashir', 'TaraanaRaja', 'JasArora', 'SuchitraPillai', 'SapnaBhavnani', 'SophiyaChaudhary']",['India'],TV-MA,"['Comedies', 'InternationalMovies', 'RomanticMovies']"
TV Show,pyaar tune kya kiya,['nan'],"['MeiyangChang', 'SurbhiJyoti']",['India'],TV-14,"['InternationalTVShows', 'RomanticTVShows', 'TVDramas']"
Movie,pyar ke do pal,['RajivMehra'],"['MithunChakraborty', 'Jayapradha', 'SimpleKapadia', 'KrishanDhawan', 'Jagdeep', 'Bindu', 'SatyendraKapoor', 'ShubhaKhote', 'AmritPal', 'LalitaPawar']",['India'],TV-14,"['Dramas', 'InternationalMovies', 'Music&Musicals']"
Movie,q ball,['MichaelTolajian'],['nan'],['UnitedStates'],TV-MA,"['Documentaries', 'SportsMovies']"
Movie,qarib qarib singlle,['TanujaChandra'],"['IrrfanKhan', 'Parvathy', 'NehaDhupia', 'PushtiiShakti', 'LukeKenny', 'SiddharthMenon', 'BajrangbaliSingh', 'BrijendraKala']",['India'],TV-14,"['Comedies', 'InternationalMovies', 'RomanticMovies']"
TV Show,qb1: beyond the lights,['nan'],['nan'],['UnitedStates'],TV-14,['Docuseries']
Movie,qila,['UmeshMehra'],"['DilipKumar', 'MukulDev', 'Rekha', 'MamtaKulkarni', 'SmitaJaykar', 'GulshanGrover']",['India'],TV-14,"['Dramas', 'InternationalMovies']"
TV Show,qin empire: alliance,['nan'],"['FuDalong', 'NingJing', 'YuEntai', 'ZhouBo', 'FuMiao', 'FeihuSun', 'LuYing', 'QiuYongli']",['China'],TV-14,"['InternationalTVShows', 'TVDramas']"
Movie,qismat,['JagdeepSidhu'],"['AmmyVirk', 'SargunMehta', 'GugguGill', 'Tania', 'HarbySangha', 'HardeepGill', 'SukhdevBarnala', 'SatwantKaur', 'BaljinderKaur', 'JashanjeetGosha']",['India'],TV-PG,"['Dramas', 'InternationalMovies', 'RomanticMovies']"
Movie,qlimax the source,"['DaanJansen', 'StijnVerlinde']","['MichaelBrons', 'NigelCoppen', 'ThomasVelderman', 'CarlosAntunes', 'MarcoSpronk', 'WillemRebergen', 'JoshuaDutrieux', 'BobvanderPalen', 'SefaVlaarkamp']",['Netherlands'],TV-14,['Music&Musicals']
TV Show,qué pena tu serie,['nan'],"['ArielLevy', 'AndreaVelasco', 'LucyCominetti', 'IgnaciaAllamand', 'PazBascuñán', 'ClaudiaCeledón', 'NicolásMartínez']",['UnitedStates'],TV-MA,"['InternationalTVShows', 'RomanticTVShows', 'Spanish-LanguageTVShows']"
TV Show,quantico,['nan'],"['PriyankaChopra', 'JoshHopkins', 'JakeMcLaughlin', 'AunjanueEllis', 'YasmineAlMassri', 'JohannaBraddy', 'TateEllington', 'GrahamRogers', 'AnabelleAcosta', 'RussellTovey', 'BlairUnderwood', 'PearlThusi']",['UnitedStates'],TV-14,"['CrimeTVShows', 'TVDramas', 'TVMysteries']"
Movie,quantum of solace,['MarcForster'],"['DanielCraig', 'OlgaKurylenko', 'MathieuAmalric', 'JudiDench', 'GiancarloGiannini', 'GemmaArterton', 'JeffreyWright', 'DavidHarbour', 'JesperChristensen', 'AnatoleTaubman']","['UnitedKingdom', 'UnitedStates']",PG-13,['Action&Adventure']
Movie,quartet,['DustinHoffman'],"['MaggieSmith', 'TomCourtenay', 'BillyConnolly', 'PaulineCollins', 'MichaelGambon', 'AndrewSachs', 'SheridanSmith', 'DavidRyall', 'TrevorPeacock', 'GwynethJones']",['UnitedKingdom'],PG-13,"['Comedies', 'Dramas', 'IndependentMovies']"
Movie,queen,['VikasBahl'],"['KanganaRanaut', 'RajkummarRao', 'LisaHaydon', 'MishBoyko', 'JeffreyCheeEngHo', 'MarcoCanadea', 'SabeekaImam', 'YogendraTikku']",['India'],TV-MA,"['Comedies', 'Dramas', 'InternationalMovies']"
TV Show,queen of no marriage,['nan'],"['EthanJuan', 'CherylYang', 'HarryChang', 'SylviaYang', 'JamesWen', 'PatrickLee']",['Taiwan'],TV-MA,"['InternationalTVShows', 'RomanticTVShows', 'TVComedies']"
Movie,queen of the desert,['WernerHerzog'],"['NicoleKidman', 'JamesFranco', 'DamianLewis', 'JayAbdo', 'RobertPattinson', 'JennyAgutter', 'DavidCalder', 'ChristopherFulford', 'NickWaring', 'HollyEarl', 'SophieLinfield']","['UnitedStates', 'Morocco']",PG-13,['Dramas']
TV Show,queen of the south,['nan'],"['AliceBraga', 'VeronicaFalcón', 'JustinaMachado', 'PeterGadiot', 'HemkyMadera', 'GerardoTaracena']","['UnitedStates', 'Mexico', 'Spain', 'Malta']",TV-MA,"['CrimeTVShows', 'TVAction&Adventure', 'TVDramas']"
TV Show,queen sono,['nan'],"['PearlThusi', 'VuyoDabula', 'LoyisoMadinga', 'KateLiquorish', 'SechabaMorojele', 'RobvanVuuren', 'ChiMhende', 'OttoNobela', 'KhathuRamabulana', 'EnhleMlotshwa']",['SouthAfrica'],TV-MA,"['InternationalTVShows', 'TVAction&Adventure', 'TVDramas']"
TV Show,queens of comedy,['nan'],['nan'],['nan'],TV-MA,"['InternationalTVShows', 'Stand-UpComedy&TalkShows', 'TVComedies']"
TV Show,queens vs. kings,['nan'],"['VarunThakur', 'AnuMenon', 'RahulSubramanian', 'SiddharthDudeja', 'SupriyaJoshi', 'UtsavChakraborty', 'SaadiyaAli', 'KavyaBector', 'KumarVarun']",['nan'],TV-14,"['Stand-UpComedy&TalkShows', 'TVComedies']"
TV Show,queer eye,['nan'],"['BobbyBerk', 'KaramoBrown', 'TanFrance', 'AntoniPorowski', 'JonathanVanNess']",['UnitedStates'],TV-14,['RealityTV']
TV Show,queer eye: we're in japan!,['nan'],"['BobbyBerk', 'KaramoBrown', 'TanFrance', 'AntoniPorowski', 'JonathanVanNess', 'KikoMizuhara']","['UnitedStates', 'Japan']",TV-14,"['InternationalTVShows', 'RealityTV']"
Movie,quién te cantará,['CarlosVermut'],"['NajwaNimri', 'EvaLlorach', 'CarmeElias', 'NataliadeMolina', 'JuliánVillagrán', 'IgnacioMateos', 'LorenaIglesias', ""VicentaN'Dongo"", 'InmaCuevas', 'Per-OlavSorensen']","['Spain', 'France']",TV-MA,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
TV Show,quicksand,['nan'],"['HannaArdéhn', 'FelixSandman', 'WilliamSpetz', 'EllaRappich', 'DavidDencik', 'ReubenSallmander', 'MariaSundbom', 'RebeckaHemse', 'ArvidSand', 'HelenaafSandeberg', 'AnnaBjörk']",['Sweden'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'TVDramas']"
Movie,quiet victory: the charlie wedemeyer story,['RoyCampanellaII'],"['PamDawber', 'MichaelNouri', 'BessMeyer', 'PeterBerg', 'JamesHandy', 'KyleChandler']",['UnitedStates'],TV-PG,"['Dramas', 'SportsMovies']"
Movie,quigley down under,['SimonWincer'],"['TomSelleck', 'LauraSanGiacomo', 'AlanRickman', 'ChrisHaywood', 'RonHaddrick', 'TonyBonner', 'JeromeEhlers', 'BenMendelsohn', 'ConorMcDermottroe', 'RogerWard']","['Australia', 'UnitedStates']",PG-13,['Action&Adventure']
Movie,quincy,"['RashidaJones', 'AlanHicks']",['QuincyJones'],['UnitedStates'],TV-MA,"['Documentaries', 'Music&Musicals']"
TV Show,qurious como,['nan'],['nan'],['nan'],TV-Y,"[""Kids'TV""]"
Movie,r.k.nagar,['SaravanaRajan'],"['VaibhavReddy', 'SanaAlthaf', 'SampathRaj', 'InigoPrabhakaran', 'AnjanaKeerthi', 'SubbuPanchu']",['India'],TV-14,"['Action&Adventure', 'Comedies', 'Dramas']"
